"edit_history_tweet_ids","id","text","withheld","text_token","text_string"
[1595909109332967400],1595909109332967400,"""if everyone read this, it would help connect the dots on all major world events in the past 300 years.  #maga #nwo #rothschild #satanism #america #economics #recession #inflation #dollar #history #thegreatreset #billgates #wef #wefpuppets https://t.co/qumuyfsvmy""",null,"[""everyone"",""read"",""would"",""help"",""connect"",""dots"",""major"",""world"",""events"",""past"",""300"",""years"",""maga"",""nwo"",""rothschild"",""satanism"",""america"",""economics"",""recession"",""inflation"",""dollar"",""history"",""thegreatreset"",""billgates"",""wef"",""wefpuppets"",""co"",""qumuyfsvmy""]","everyone read would help connect dots major world events past 300 years maga nwo rothschild satanism america economics recession inflation dollar history thegreatreset billgates wef wefpuppets qumuyfsvmy"
[1595907882616234000],1595907882616234000,"worst #recession + worst bear market of our lifetime approaching fast https://t.co/sgk6orreb0",null,"[""worst"",""recession"",""worst"",""bear"",""market"",""lifetime"",""approaching"",""fast"",""co"",""sgk6orreb0""]","worst recession worst bear market lifetime approaching fast sgk6orreb0"
[1595905870981800000],1595905870981800000,"""fabrice is not someone whose advice should be easily ignored. there’s a lot of caution in this economic assessment, but early-stage startups are safe(r). #vc #angelinvesting #startups #founders #tech #economics #recession #strategy…https://t.co/neo9zhcarw https://t.co/lkp5csqqlh""",null,"[""fabrice"",""someone"",""whose"",""advice"",""easily"",""ignored"",""lot"",""caution"",""economic"",""assessment"",""early"",""stage"",""startups"",""safe"",""r"",""vc"",""angelinvesting"",""startups"",""founders"",""tech"",""economics"",""recession"",""strategy"",""co"",""neo9zhcarw"",""co"",""lkp5csqqlh""]","fabrice someone whose advice easily ignored lot caution economic assessment early stage startups safe angelinvesting startups founders tech economics recession strategy neo9zhcarw lkp5csqqlh"
[1595905660675559400],1595905660675559400,"""[ #global use of #cryptocurrencies has #increase exponentially during the #covid-19 #pandemic, including in #developing countries ].\n\n1 .- #ukraine \n2 .- #russia\n3 .- #venezuela \n\naugust 10, 2022, unctad.\n\n#bitcoin #gold #economy #recession #war https://t.co/tmwuwjxvhv""",null,"[""global"",""use"",""cryptocurrencies"",""increase"",""exponentially"",""covid"",""19"",""pandemic"",""including"",""developing"",""countries"",""1"",""ukraine"",""2"",""russia"",""3"",""venezuela"",""august"",""10"",""2022"",""unctad"",""bitcoin"",""gold"",""economy"",""recession"",""war"",""co"",""tmwuwjxvhv""]","global use cryptocurrencies increase exponentially covid pandemic including developing countries ukraine russia venezuela august 2022 unctad bitcoin gold economy recession war tmwuwjxvhv"
[1595904767619989500],1595904767619989500,"l'economia inglese non sta attraversando un periodo florido e le stime sembrano confermare un trend al ribasso.\n#economynews #ukparliament #officeforbudgetresponsibility #recession #welfare #rishsunakpm #jameshaunt #tories #boe #stocksgb #stocksmarket\nhttps://t.co/vdqyqeigi1",null,"[""l"",""economia"",""inglese"",""non"",""sta"",""attraversando"",""un"",""periodo"",""florido"",""e"",""le"",""stime"",""sembrano"",""confermare"",""un"",""trend"",""al"",""ribasso"",""economynews"",""ukparliament"",""officeforbudgetresponsibility"",""recession"",""welfare"",""rishsunakpm"",""jameshaunt"",""tories"",""boe"",""stocksgb"",""stocksmarket"",""co"",""vdqyqeigi1""]","economia inglese non sta attraversando periodo florido stime sembrano confermare trend ribasso economynews ukparliament officeforbudgetresponsibility recession welfare rishsunakpm jameshaunt tories boe stocksgb stocksmarket vdqyqeigi1"
[1595902540511531000],1595902540511531000,"term spread #recession forecasts https://t.co/akzczcrioq",null,"[""term"",""spread"",""recession"",""forecasts"",""co"",""akzczcrioq""]","term spread recession forecasts akzczcrioq"
[1595899610828271600],1595899610828271600,"@1reesiemula and i won’t be surprised. all because the orange man is running again #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""1reesiemula"",""surprised"",""orange"",""man"",""running"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","1reesiemula surprised orange man running bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595899608957329400],1595899608957329400,"#tbt #lookbackatit #recession https://t.co/gu9rcws5uc",null,"[""tbt"",""lookbackatit"",""recession"",""co"",""gu9rcws5uc""]","tbt lookbackatit recession gu9rcws5uc"
[1595899464644010000],1595899464644010000,"@chrisupchurch21 people will eat up anything #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""chrisupchurch21"",""people"",""eat"",""anything"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","chrisupchurch21 people eat anything bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595899184439230500],1595899184439230500,"@dis_is_chris its about to get real ugly #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""dis_is_chris"",""get"",""real"",""ugly"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","dis_is_chris get real ugly bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595899082039595000],1595899082039595000,"@dontedantz #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession https://t.co/vsbltm1ct5",null,"[""dontedantz"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession"",""co"",""vsbltm1ct5""]","dontedantz bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession vsbltm1ct5"
[1595898997532680200],1595898997532680200,"@kodakzack977 its disgusting #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""kodakzack977"",""disgusting"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","kodakzack977 disgusting bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898946978996200],1595898946978996200,"@mrsmickey2you oh absolutely! too bad trump gonna take all of his votes #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""mrsmickey2you"",""oh"",""absolutely"",""bad"",""trump"",""gonna"",""take"",""votes"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","mrsmickey2you absolutely bad trump gonna take votes bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898789180706800],1595898789180706800,"@kellesoblessed_ draggin #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""kellesoblessed_"",""draggin"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","kellesoblessed_ draggin bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898646792380400],1595898646792380400,"@eastpointmademe man this is insane #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""eastpointmademe"",""man"",""insane"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","eastpointmademe man insane bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898586482491400],1595898586482491400,"@tikkot and people still voted for him!! i cant believe people really fell for the bs #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""tikkot"",""people"",""still"",""voted"",""cant"",""believe"",""people"",""really"",""fell"",""bs"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","tikkot people still voted cant believe people really fell bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898472976220200],1595898472976220200,"@bendahl12 all these democrats need to be locked up #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""bendahl12"",""democrats"",""need"",""locked"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","bendahl12 democrats need locked bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898159670124500],1595898159670124500,"@bayoudadon they all pathological liars #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""bayoudadon"",""pathological"",""liars"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","bayoudadon pathological liars bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898100371030000],1595898100371030000,"@dangerouscurvez 😂😂😂😂😂😂 #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""dangerouscurvez"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","dangerouscurvez bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595898076471894000],1595898076471894000,"@somethingvulgar i cant believe people really fell for his bs twice #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""somethingvulgar"",""cant"",""believe"",""people"",""really"",""fell"",""bs"",""twice"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","somethingvulgar cant believe people really fell twice bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595897995458973700],1595897995458973700,"@big3fromthe6 he fooled the people twice #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""big3fromthe6"",""fooled"",""people"",""twice"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","big3fromthe6 fooled people twice bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595896336809070600],1595896336809070600,"@2keeus @feneched @nahimnahmir @mon7385 @lwjackson6 @lilduval if only we can all just band together and fight against this corruption! governments fear people who work together #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""2keeus"",""feneched"",""nahimnahmir"",""mon7385"",""lwjackson6"",""lilduval"",""band"",""together"",""fight"",""corruption"",""governments"",""fear"",""people"",""work"",""together"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","2keeus feneched nahimnahmir mon7385 lwjackson6 lilduval band together fight corruption governments fear people work together bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595896096664027100],1595896096664027100,"@lwjackson6 @lilduval lol yeah he aint doing nothing \n\n#bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""lwjackson6"",""lilduval"",""lol"",""yeah"",""aint"",""nothing"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","lwjackson6 lilduval lol yeah aint nothing bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595896005928833000],1595896005928833000,"@underrated_dom @lilduval he fooled the people not once but twice #bidenflation #letsgobrandon #bidenboom #crackpipejoe #sleepyjoe #fjb  #dementiajoe #bidenisafailure #foodshortagejoe #nwo #creepyjoe  #newworldorder #recession",null,"[""underrated_dom"",""lilduval"",""fooled"",""people"",""twice"",""bidenflation"",""letsgobrandon"",""bidenboom"",""crackpipejoe"",""sleepyjoe"",""fjb"",""dementiajoe"",""bidenisafailure"",""foodshortagejoe"",""nwo"",""creepyjoe"",""newworldorder"",""recession""]","underrated_dom lilduval fooled people twice bidenflation letsgobrandon bidenboom crackpipejoe sleepyjoe fjb dementiajoe bidenisafailure foodshortagejoe nwo creepyjoe newworldorder recession"
[1595894103262531600],1595894103262531600,"fretting over the nz yield curve today. anybody else? hold me. #yieldcurve #inflation #recession",null,"[""fretting"",""nz"",""yield"",""curve"",""today"",""anybody"",""else"",""hold"",""yieldcurve"",""inflation"",""recession""]","fretting yield curve today anybody else hold yieldcurve inflation recession"
[1595891474645721000],1595891474645721000,"#freedom4u #inflation #recession \n\n⚠️breaking - #south #africa central bank raises borrowing costs by 75bps to 7% - bloomberg https://t.co/b7uom9wa8y",null,"[""freedom4u"",""inflation"",""recession"",""breaking"",""south"",""africa"",""central"",""bank"",""raises"",""borrowing"",""costs"",""75bps"",""7"",""bloomberg"",""co"",""b7uom9wa8y""]","freedom4u inflation recession breaking south africa central bank raises borrowing costs 75bps bloomberg b7uom9wa8y"
[1595890535616893000],1595890535616893000,"jeff bezos says don’t do this during a recession! #jeffbezos #recession #believe: the post jeff bezos says don’t do this during a recession! #jeffbezos #recession #believe appeared first on https://t.co/habknen0yf blog. https://t.co/chtxbntplm",null,"[""jeff"",""bezos"",""says"",""recession"",""jeffbezos"",""recession"",""believe"",""post"",""jeff"",""bezos"",""says"",""recession"",""jeffbezos"",""recession"",""believe"",""appeared"",""first"",""co"",""habknen0yf"",""blog"",""co"",""chtxbntplm""]","jeff bezos says recession jeffbezos recession believe post jeff bezos says recession jeffbezos recession believe appeared first habknen0yf blog chtxbntplm"
[1595890066244702200],1595890066244702200,"""bond market sounds recession alarm in #germany. the german #bond curve – measured by 2s/10s yield spread – inverts most in 30yrs. typically, 10y bonds pay investors more than 2y to compensate for uncertainty. the anomaly often precedes a #recession.\nsource: holgerz, bloomberg https://t.co/ndvcsxklf4""",null,"[""bond"",""market"",""sounds"",""recession"",""alarm"",""germany"",""german"",""bond"",""curve"",""measured"",""2s"",""10s"",""yield"",""spread"",""inverts"",""30yrs"",""typically"",""10y"",""bonds"",""pay"",""investors"",""2y"",""compensate"",""uncertainty"",""anomaly"",""often"",""precedes"",""recession"",""source"",""holgerz"",""bloomberg"",""co"",""ndvcsxklf4""]","bond market sounds recession alarm germany german bond curve measured 10s yield spread inverts 30yrs typically 10y bonds pay investors compensate uncertainty anomaly often precedes recession source holgerz bloomberg ndvcsxklf4"
[1595886323293950000],1595886323293950000,"the recession is squeezing gen z more than other generations: nearly 75% can’t pay their bills on time https://t.co/fvx1j4xv4w #genz #recession",null,"[""recession"",""squeezing"",""gen"",""z"",""generations"",""nearly"",""75"",""pay"",""bills"",""time"",""co"",""fvx1j4xv4w"",""genz"",""recession""]","recession squeezing gen generations nearly pay bills time fvx1j4xv4w genz recession"
[1595885964798443500],1595885964798443500,"try #youtube premium in #costoflivingcrisis #energycrisis and a #recession don't you think we have enough to bluddy pay for ffs",null,"[""try"",""youtube"",""premium"",""costoflivingcrisis"",""energycrisis"",""recession"",""think"",""enough"",""bluddy"",""pay"",""ffs""]","try youtube premium costoflivingcrisis energycrisis recession think enough bluddy pay ffs"
[1595884970413019100],1595884970413019100,"how to make sure your agency is recession-proof: https://t.co/0g9mhx3sg0 #recession #agency #agencylife #business @benchmark_one https://t.co/zgw5wgrvay",null,"[""make"",""sure"",""agency"",""recession"",""proof"",""co"",""0g9mhx3sg0"",""recession"",""agency"",""agencylife"",""business"",""benchmark_one"",""co"",""zgw5wgrvay""]","make sure agency recession proof 0g9mhx3sg0 recession agency agencylife business benchmark_one zgw5wgrvay"
[1595884857191809000],1595884857191809000,"the 2 year treasury yield minus the 10 year treasure yield. the yield curve inversion is a economic warning of a upcoming recession.  #recession #recession2023 #ushouse https://t.co/80axvxi3av",null,"[""2"",""year"",""treasury"",""yield"",""minus"",""10"",""year"",""treasure"",""yield"",""yield"",""curve"",""inversion"",""economic"",""warning"",""upcoming"",""recession"",""recession"",""recession2023"",""ushouse"",""co"",""80axvxi3av""]","year treasury yield minus year treasure yield yield curve inversion economic warning upcoming recession recession recession2023 ushouse 80axvxi3av"
[1595883581259120600],1595883581259120600,"""everyone is talking about @ftx_official's meltdown right now, but it's overshadowing the meltdowns happening in other sectors of the economy - scooters, for example. (down 95%!)\n\n#web3 #crypto #recession #inflation\n\nhttps://t.co/wsnrxot29r""",null,"[""everyone"",""talking"",""ftx_official"",""meltdown"",""right"",""overshadowing"",""meltdowns"",""happening"",""sectors"",""economy"",""scooters"",""example"",""95"",""web3"",""crypto"",""recession"",""inflation"",""co"",""wsnrxot29r""]","everyone talking ftx_official meltdown right overshadowing meltdowns happening sectors economy scooters example web3 crypto recession inflation wsnrxot29r"
[1595881466914906000],1595881466914906000,"#cfos know keeping operation costs low is essential in times of economic chaos. ✂ considering cuts to your #commercialrealestate could help reduce costs. learn more⬇ #inflation #recession \nhttps://t.co/5y1jozx473 https://t.co/ebty2alxxo",null,"[""cfos"",""know"",""keeping"",""operation"",""costs"",""low"",""essential"",""times"",""economic"",""chaos"",""considering"",""cuts"",""commercialrealestate"",""could"",""help"",""reduce"",""costs"",""learn"",""inflation"",""recession"",""co"",""5y1jozx473"",""co"",""ebty2alxxo""]","cfos know keeping operation costs low essential times economic chaos considering cuts commercialrealestate could help reduce costs learn inflation recession 5y1jozx473 ebty2alxxo"
[1595880940815159300],1595880940815159300,"based on results of your current marketing activities this blog could save your career &amp; your save your company (via passle) @timothy_hughes https://t.co/c9bzlhnp5l @dlaignite #socialselling #digitalselling #leadership #salesleader #sales #salestips #salesforce #recession https://t.co/4okimqjlyv",null,"[""based"",""results"",""current"",""marketing"",""activities"",""blog"",""could"",""save"",""career"",""amp"",""save"",""company"",""via"",""passle"",""timothy_hughes"",""co"",""c9bzlhnp5l"",""dlaignite"",""socialselling"",""digitalselling"",""leadership"",""salesleader"",""sales"",""salestips"",""salesforce"",""recession"",""co"",""4okimqjlyv""]","based results current marketing activities blog could save career amp save company via passle timothy_hughes c9bzlhnp5l dlaignite socialselling digitalselling leadership salesleader sales salestips salesforce recession 4okimqjlyv"
[1595880891259097000],1595880891259097000,"#recession https://t.co/plu36nqlhx",null,"[""recession"",""co"",""plu36nqlhx""]","recession plu36nqlhx"
[1595880595602935800],1595880595602935800,"pandemic of lockdowns and work at home happened.\n\nnow minimalism of not buying anything years long recession.\n\nthen this planet earth will be restored back to normal. #simulation #wearelivinginasimulation #simulationtheory #pandemic #recession #globalrecession #greatdepression",null,"[""pandemic"",""lockdowns"",""work"",""home"",""happened"",""minimalism"",""buying"",""anything"",""years"",""long"",""recession"",""planet"",""earth"",""restored"",""back"",""normal"",""simulation"",""wearelivinginasimulation"",""simulationtheory"",""pandemic"",""recession"",""globalrecession"",""greatdepression""]","pandemic lockdowns work home happened minimalism buying anything years long recession planet earth restored back normal simulation wearelivinginasimulation simulationtheory pandemic recession globalrecession greatdepression"
[1595880302693343200],1595880302693343200,"zeroedging thurs!!! #inflation #recession #daytrading #silversqueeze #br... https://t.co/mcroizbmon via @youtube",null,"[""zeroedging"",""thurs"",""inflation"",""recession"",""daytrading"",""silversqueeze"",""br"",""co"",""mcroizbmon"",""via"",""youtube""]","zeroedging thurs inflation recession daytrading silversqueeze mcroizbmon via youtube"
[1595879983859126300],1595879983859126300,"alcohol supply chain disruptions and inflation impacting the price.  will people be running out and stocking up on their favorite beverage 🙂 https://t.co/ylfi4o5kmy #scm #logistics #recession",null,"[""alcohol"",""supply"",""chain"",""disruptions"",""inflation"",""impacting"",""price"",""people"",""running"",""stocking"",""favorite"",""beverage"",""co"",""ylfi4o5kmy"",""scm"",""logistics"",""recession""]","alcohol supply chain disruptions inflation impacting price people running stocking favorite beverage ylfi4o5kmy scm logistics recession"
[1595878599667716000],1595878599667716000,"money printer go brrr 🏦🖨️ #banks #inflation #dollar #recession #memes https://t.co/r0fbvjkvjk",null,"[""money"",""printer"",""go"",""brrr"",""banks"",""inflation"",""dollar"",""recession"",""memes"",""co"",""r0fbvjkvjk""]","money printer brrr banks inflation dollar recession memes r0fbvjkvjk"
[1595872810391306200],1595872810391306200,"zeroedging thurs!!!  \nforbidden stream!!!\n\nstarting at market close :p  (or just now haha)\n\n⬇️⬇️⬇️❤️‍🔥❤️‍🔥❤️‍🔥⬇️⬇️⬇️\nhttps://t.co/ghnfhdoyxy\n🚀🚀🚀⬆️⬆️⬆️🚀🚀🚀\n\n#shillerzcorner #brokelyfe #silversqueeze #silverwaifus #inflation #recession #endthefed #silver #gold #cpi",null,"[""zeroedging"",""thurs"",""forbidden"",""stream"",""starting"",""market"",""close"",""p"",""haha"",""co"",""ghnfhdoyxy"",""shillerzcorner"",""brokelyfe"",""silversqueeze"",""silverwaifus"",""inflation"",""recession"",""endthefed"",""silver"",""gold"",""cpi""]","zeroedging thurs forbidden stream starting market close haha ghnfhdoyxy shillerzcorner brokelyfe silversqueeze silverwaifus inflation recession endthefed silver gold cpi"
[1595872389883117600],1595872389883117600,"""as we near the end of november, at what price would you expect to see wti close out the month?\n\n#usoil #oil #oilandgas #wti #crudeoil #russia #saudiarabia #biden #spr #opec #recession #oott #poll\n\n@oilandenergy\n \n@anasalhajji\n \n@jschood\n \n@agnostoxxx\n \n@carlquintanilla\n \n@chigrl""",null,"[""near"",""end"",""november"",""price"",""would"",""expect"",""see"",""wti"",""close"",""month"",""usoil"",""oil"",""oilandgas"",""wti"",""crudeoil"",""russia"",""saudiarabia"",""biden"",""spr"",""opec"",""recession"",""oott"",""poll"",""oilandenergy"",""anasalhajji"",""jschood"",""agnostoxxx"",""carlquintanilla"",""chigrl""]","near end november price would expect see wti close month usoil oil oilandgas wti crudeoil russia saudiarabia biden spr opec recession oott poll oilandenergy anasalhajji jschood agnostoxxx carlquintanilla chigrl"
[1595872190901149700],1595872190901149700,"#recession #finances #protectyourfinances https://t.co/q6ijpxjzfa https://t.co/lu2vlu4tj8",null,"[""recession"",""finances"",""protectyourfinances"",""co"",""q6ijpxjzfa"",""co"",""lu2vlu4tj8""]","recession finances protectyourfinances q6ijpxjzfa lu2vlu4tj8"
[1595871678109606000],1595871678109606000,"here's why this top #economist says we're not just headed for another #recession. it will be profound! #thanksgiving  https://t.co/zaueed9vkg",null,"[""top"",""economist"",""says"",""headed"",""another"",""recession"",""profound"",""thanksgiving"",""co"",""zaueed9vkg""]","top economist says headed another recession profound thanksgiving zaueed9vkg"
[1595869870150877200],1595869870150877200,"ghj growth planning and strategic advisory practice leader david horwich explains what working capital is and how a business can determine how much they need. \nhttps://t.co/3peququoos \n#togetherwemakeithappen #recession #forecast #capital https://t.co/m5ipsfhmr1",null,"[""ghj"",""growth"",""planning"",""strategic"",""advisory"",""practice"",""leader"",""david"",""horwich"",""explains"",""working"",""capital"",""business"",""determine"",""much"",""need"",""co"",""3peququoos"",""togetherwemakeithappen"",""recession"",""forecast"",""capital"",""co"",""m5ipsfhmr1""]","ghj growth planning strategic advisory practice leader david horwich explains working capital business determine much need 3peququoos togetherwemakeithappen recession forecast capital m5ipsfhmr1"
[1595869207950155800],1595869207950155800,"@tundrawolfqueen @majorfactor2 man idk how people are even surviving #london #england #unitedkingdom #greatbritain #costoflivingcrisis #inflation #recession",null,"[""tundrawolfqueen"",""majorfactor2"",""man"",""idk"",""people"",""even"",""surviving"",""london"",""england"",""unitedkingdom"",""greatbritain"",""costoflivingcrisis"",""inflation"",""recession""]","tundrawolfqueen majorfactor2 man idk people even surviving london england unitedkingdom greatbritain costoflivingcrisis inflation recession"
[1595869157291073500],1595869157291073500,"@denpimy1 @potus #london #england #unitedkingdom #greatbritain #costoflivingcrisis #inflation #recession https://t.co/o1n1mfcmhv",null,"[""denpimy1"",""potus"",""london"",""england"",""unitedkingdom"",""greatbritain"",""costoflivingcrisis"",""inflation"",""recession"",""co"",""o1n1mfcmhv""]","denpimy1 potus london england unitedkingdom greatbritain costoflivingcrisis inflation recession o1n1mfcmhv"
